FirstName;LastName;age;City;State;StreetAddress;streetNumber
Andrew;Harrison;89;Cheyenne;Texas;Moreno Drive;3089
Warren;Madison;94;Harrisburg;Missouri;Harbor Dr;61891
Warren;Nixon;59;Atlanta;Delaware;Harbor Dr;41172
Herbert;Jefferson;33;Richmond;Pennsylvania;Erringer Road;37727
Theodore;Roosevelt;92;Des Moines;South Dakota;East 1st Street;46243
Theodore;Fillmore;86;Albany;Washington;Carpinteria South;91747
Theodore;Adams;47;Madison;Delaware;Richmond Hill;92467
Martin;Monroe;18;Columbia;Maryland;Cerrillos Road;51997
Martin;Monroe;92;Nashville;New York;Santa Monica Road;66399
Theodore;Nixon;57;Bismarck;Pennsylvania;Milpas Street;35630
Ulysses;Reagan;75;Honolulu;Virginia;East Main Street;12915
Calvin;Harrison;32;Montpelier;Ohio;Woodson Rd.;94609
Abraham;Fillmore;52;Dover;Washington;Bowles Avenue;33185
Franklin;Adams;53;Raleigh;Maryland;Timberlane Drive;18727
William;Garfield;91;Lincoln;Massachusetts;Pacific Hwy S;61922
Millard;Fillmore;80;Lansing;Wisconsin;East 1st Street;80113
Martin;Clinton;15;Denver;Montana;Camelback Rd;65074
Harry;Madison;67;Harrisburg;Alaska;Carpinteria Avenue;63148
Calvin;Jackson;73;Madison;Minnesota;Camelback Rd;60688
Millard;Adams;75;Jackson;New Hampshire;South Highway;76517
Andrew;Garfield;69;Olympia;Vermont;N Harrison St;34343
Thomas;Reagan;16;Concord;Maryland;Monroe Street;27066
Harry;Madison;41;Providence;New York;Via Real;66618
John;Coolidge;21;Little Rock;Arkansas;South Highway;58140
Theodore;Madison;84;Albany;Louisiana;Santa Rosa North;20053
Theodore;Roosevelt;31;Columbus;New Hampshire;East Fry Blvd.;27128
Woodrow;Adams;18;Helena;New Hampshire;South Highway;14090
Rutherford;Fillmore;70;Columbia;New Mexico;Monroe Street;49950
Ulysses;Carter;79;Sacramento;Wisconsin;East Calle Primera;1943
Ulysses;Coolidge;44;Montpelier;Rhode Island;Cleveland Ave.;54926
Martin;Carter;69;Lincoln;North Carolina;San Diego Freeway;17181
Gerald;Clinton;89;Topeka;Maryland;East Main Street;18717
Richard;Kennedy;27;Baton Rouge;Vermont;Cabrillo Highway;80378
Martin;Johnson;21;Sacramento;New Mexico;Lindbergh Blvd;55387
Chester;Hoover;96;Madison;Tennessee;Jean de la Fontaine;8277
Jimmy;Roosevelt;14;Des Moines;Maine;Erringer Road;71913
Ronald;Quincy;39;Salem;Maine;Cerrillos Road;96672
Warren;Ford;37;Tallahassee;Colorado;Harry S Truman Blvd;14012
Millard;Carter;91;Columbia;Michigan;North Broadway Street;11492
Harry;Lincoln;81;Providence;Wyoming;Timberlane Drive;2692
Thomas;Truman;23;Bismarck;California;San Luis Obispo North;14123
Franklin;Kennedy;38;Oklahoma City;South Dakota;Via Real;706
Ronald;Eisenhower;43;Montpelier;Pennsylvania;Erringer Road;21874
James;Polk;71;Baton Rouge;North Dakota;San Marcos;68624
Millard;Taft;31;Lansing;Virginia;East Fry Blvd.;3029
John;Ford;59;Carson City;Oklahoma;N Harrison St;40763
Millard;Carter;39;Madison;Iowa;Cleveland Ave.;80172
Ulysses;Fillmore;91;Carson City;Maryland;Grandview Drive;13050
Bill;Cleveland;55;Oklahoma City;New York;Lake Tahoe Blvd.;52734
Lyndon;Coolidge;28;Juneau;Ohio;Santa Monica Road;28130
George;McKinley;59;Columbia;Wisconsin;N Kentwood;98683
Chester;Roosevelt;27;Boise;Kansas;Grandview Drive;30968
John;Jefferson;39;Baton Rouge;Oregon;Santa Ana Freeway;10387
Woodrow;Kennedy;79;Indianapolis;Minnesota;Bayshore Freeway;62641
Herbert;Johnson;16;Jackson;Vermont;Cerrillos Road;6295
Martin;Eisenhower;93;Dover;Utah;Monroe Street;46334
Bill;Jefferson;76;Frankfort;Oklahoma;El Camino Real;19673
Dwight;Harding;53;Topeka;West Virginia;Harry S Truman Blvd;81237
Grover;Grant;74;Little Rock;Connecticut;North Preisker Lane;40297
James;Coolidge;97;Albany;Kansas;Camelback Rd;4449
Calvin;Monroe;90;Olympia;New Jersey;San Ysidro Blvd;3159
Theodore;Clinton;46;Madison;Utah;Apalachee Parkway;63493
Franklin;Pierce;71;Nashville;Kansas;Greenwood Road;18919
Franklin;Roosevelt;78;Pierre;New Jersey;North Atherton Street;91807
Millard;Kennedy;67;Sacramento;Maine;Bayshore Freeway;99184
Gerald;Buchanan;93;Baton Rouge;Oregon;Bayshore Freeway;23848
Lyndon;Fillmore;82;Jefferson City;Iowa;Corona Del Mar;81716
Millard;Van Buren;77;Baton Rouge;California;East Fry Blvd.;76361
Gerald;Arthur;26;Trenton;Kentucky;San Ysidro Blvd;28402
Lyndon;Truman;78;Denver;Montana;Milpas Street;56983
Rutherford;Jackson;68;Providence;Hawaii;San Simeon;85084
Ronald;Pierce;84;Des Moines;Florida;Cerrillos Road;13567
George;Monroe;87;Montpelier;Iowa;Newbury Road;26080
Dwight;Washington;35;Augusta;Maine;Pacific Hwy S;78662
Richard;Arthur;38;Phoenix;New Hampshire;Tully Road East;87108
Dwight;Monroe;66;Little Rock;Kentucky;Calle Real;87918
Calvin;Lincoln;43;Springfield;Oregon;Padre Boulevard;34233
Theodore;Johnson;95;Austin;Iowa;French Camp Turnpike Road;2062
Herbert;Carter;50;Baton Rouge;Vermont;North Ventu Park Road;49843
William;Harrison;73;Little Rock;Kansas;Harry S Truman Blvd;55868
Bill;Harrison;58;Lansing;Texas;Padre Boulevard;2375
Theodore;Grant;77;Jefferson City;Nevada;Richmond Hill;9320
George;Johnson;56;Baton Rouge;South Dakota;Santa Monica Road;27784
Gerald;Wilson;58;Raleigh;Nevada;Bowles Avenue;24070
Martin;Taft;37;Madison;North Carolina;Grandview Drive;97406
Rutherford;McKinley;99;Carson City;North Dakota;Woodson Rd.;19473
Herbert;Cleveland;38;Olympia;Minnesota;Corona Del Mar;98965
Chester;Taylor;74;Lincoln;South Carolina;Hutchinson Rd;36874
Dwight;Garfield;22;Harrisburg;Washington;Fontaine Road;71646
Dwight;Jefferson;54;Oklahoma City;Nebraska;Milpas Street;17351
Lyndon;Eisenhower;52;Denver;Washington;Tanger Blvd;29519
Richard;Fillmore;29;Harrisburg;Alabama;Harbor Dr;58749
Lyndon;Washington;55;Phoenix;Florida;Carpinteria South;83425
Grover;Jefferson;42;Springfield;Arkansas;San Diego Freeway;93278
Bill;Coolidge;70;Columbia;Wisconsin;East Calle Primera;43914
Herbert;Buchanan;69;Honolulu;South Dakota;Santa Rosa South;21081
Ulysses;Polk;67;Lansing;Nevada;Apalachee Parkway;6983
Martin;Buchanan;33;Charleston;New Mexico;Richmond Hill;50511
Lyndon;Madison;73;Jackson;Nebraska;Steele Lane;1333
Herbert;Kennedy;19;Nashville;California;San Ysidro Blvd;58280
Grover;Jackson;94;Pierre;Oregon;San Diego Freeway;7523
Lyndon;Clinton;97;Salem;Nebraska;Harbor Dr;66381
Ronald;Garfield;63;Tallahassee;Vermont;East Main Street;53691
George;Harding;80;Helena;Wyoming;San Marcos;85643
Ulysses;Coolidge;71;Denver;North Carolina;Cleveland Ave.;93352
Harry;Nixon;51;Sacramento;Pennsylvania;Camelback Rd;43989
Calvin;Harrison;38;Pierre;Tennessee;Corona Del Mar;82824
Ulysses;Harrison;69;Tallahassee;New York;Katella Avenue;70679
Rutherford;Kennedy;49;Bismarck;Illinois;Newbury Road;89907
Herbert;Tyler;63;Jefferson City;Missouri;Lindbergh Blvd;64027
Warren;Eisenhower;83;Topeka;Georgia;East Main Street;83191
Grover;Carter;83;Carson City;Virginia;Santa Rosa North;20832
Benjamin;Nixon;91;Little Rock;Massachusetts;San Diego Freeway;10295
Ulysses;Nixon;66;Little Rock;Arkansas;Tanger Blvd;40960
Ulysses;Fillmore;99;Madison;Wisconsin;Bailard Avenue;72173
Jimmy;Quincy;67;Providence;Texas;S Rustle St;53584
Franklin;Wilson;82;Montpelier;Connecticut;Katella Avenue;23596
William;Johnson;44;Springfield;South Dakota;Bayshore Freeway;4286
Theodore;Arthur;56;Phoenix;South Dakota;North Erringer Road;72640
Lyndon;Tyler;49;Annapolis;Kentucky;South Roosevelt Drive;29870
Rutherford;Coolidge;100;Helena;Vermont;Jean de la Fontaine;45750
Rutherford;Pierce;46;Carson City;West Virginia;North Erringer Road;63977
Martin;Kennedy;46;Denver;Mississippi;Newbury Road;21932
William;Tyler;23;Austin;Kentucky;N Kentwood;18548
Millard;Polk;80;Columbus;West Virginia;Corona Del Mar;98215
Harry;Tyler;69;Trenton;North Carolina;North Atherton Street;79473
Dwight;Harrison;54;Columbia;Utah;Santa Rosa South;17752
Lyndon;Quincy;55;Frankfort;West Virginia;Corona Del Mar;18367
Dwight;Roosevelt;26;Austin;West Virginia;Fontaine Road;96918
Franklin;Carter;94;Oklahoma City;Delaware;North Atherton Street;33686
Franklin;Jackson;52;Lansing;Idaho;W. Russell St.;14693
John;Roosevelt;83;Baton Rouge;Nevada;Bowles Avenue;94430
Dwight;Grant;89;Helena;Ohio;East 1st Street;48133
Zachary;Van Buren;43;Des Moines;Colorado;Via Real;17529
Andrew;Jackson;63;Honolulu;Ohio;Tanger Blvd;35200
Rutherford;Hayes;37;Sacramento;Wisconsin;San Luis Obispo North;88604
Gerald;Fillmore;70;Columbia;Colorado;Carpinteria Avenue;38996
Millard;Johnson;49;Sacramento;Oklahoma;French Camp Turnpike Road;56339
William;Lincoln;88;Jackson;Rhode Island;North Ventu Park Road;55768
Calvin;Johnson;53;Montgomery;Florida;North Ventu Park Road;37627
Grover;Madison;91;Montgomery;Arizona;Bowles Avenue;18256
Grover;Jackson;90;Lincoln;South Dakota;Hutchinson Rd;57296
John;Nixon;67;Saint Paul;Arkansas;Jean de la Fontaine;73015
Dwight;Pierce;27;Richmond;Nevada;Santa Ana Freeway;78883
Franklin;Grant;26;Springfield;Oregon;Lindbergh Blvd;67638
Bill;Reagan;78;Jefferson City;Tennessee;Woodson Rd.;26609
Woodrow;Wilson;86;Cheyenne;New Hampshire;Bailard Avenue;44965
Andrew;Coolidge;78;Boise;Washington;N Harrison St;41850
Jimmy;Harding;94;Nashville;Indiana;Westside Freeway;65883
Benjamin;Johnson;26;Lansing;North Dakota;Cabrillo Highway;96719
Benjamin;Arthur;98;Salt Lake City;Connecticut;Calle Real;40529
Thomas;Quincy;52;Saint Paul;North Dakota;El Camino Real;13187
Woodrow;Fillmore;69;Sacramento;North Carolina;Carpinteria Avenue;46030
Benjamin;Polk;79;Atlanta;Oklahoma;Lake Tahoe Blvd.;17159
Bill;Monroe;64;Augusta;Oklahoma;Lake Tahoe Blvd.;14585
John;Roosevelt;81;Juneau;California;Katella Avenue;25230
William;Hayes;63;Juneau;Kentucky;Via Real;41952
Millard;Truman;62;Providence;Illinois;Fontaine Road;97935
Grover;Tyler;68;Saint Paul;Missouri;Tully Road East;57451
Chester;Coolidge;74;Richmond;Illinois;Richmond Hill;51387
Dwight;Jackson;24;Nashville;Wyoming;Santa Ana Freeway;12406
Martin;Kennedy;74;Harrisburg;Oklahoma;Grandview Drive;51490
Martin;Wilson;59;Albany;Massachusetts;San Luis Obispo North;45744
Abraham;Wilson;16;Dover;Maryland;East Fry Blvd.;97436
William;Harrison;37;Tallahassee;Delaware;Pacific Hwy S;20049
Thomas;Quincy;49;Harrisburg;Oregon;Steele Lane;58227
Rutherford;Jackson;48;Providence;Kentucky;Hutchinson Rd;46716
Ulysses;Tyler;49;Jackson;Hawaii;Tully Road East;55229
Ulysses;Arthur;85;Boston;Maryland;Tully Road East;28885
Warren;Kennedy;61;Honolulu;Kentucky;Hutchinson Rd;81519
Woodrow;Coolidge;83;Pierre;Minnesota;Richmond Hill;142
Harry;Madison;67;Phoenix;South Carolina;Jones Road;34578
Richard;Johnson;67;Montgomery;Missouri;W. Russell St.;66533
Herbert;Johnson;94;Charleston;Georgia;Jones Road;80852
Lyndon;Grant;78;Oklahoma City;Missouri;Harbor Dr;20684
Theodore;Madison;97;Austin;Idaho;South Roosevelt Drive;10320
George;Eisenhower;14;Jefferson City;Missouri;Jean de la Fontaine;77481
Woodrow;Wilson;59;Annapolis;Delaware;Fairview Avenue;16384
James;Harding;82;Boston;Maryland;Harry S Truman Blvd;29355
Abraham;Buchanan;95;Trenton;Virginia;North Broadway Street;14602
Rutherford;Nixon;23;Little Rock;Missouri;Burnett Road;70149
George;Taylor;86;Des Moines;Tennessee;Erringer Road;4705
Ronald;Harrison;15;Little Rock;Massachusetts;Jean de la Fontaine;35327
Bill;Harding;35;Baton Rouge;Hawaii;Padre Boulevard;69376
John;Jefferson;99;Boston;Rhode Island;Harbor Dr;34146
Thomas;Tyler;91;Des Moines;Alaska;W. Russell St.;73966
Calvin;Grant;81;Oklahoma City;Wisconsin;S Rustle St;48802
Millard;Harrison;35;Phoenix;Indiana;Cleveland Ave.;90933
Jimmy;Eisenhower;91;Pierre;Delaware;North Broadway Street;74465
Woodrow;Wilson;39;Saint Paul;Iowa;Cerrillos Road;76807
Richard;Eisenhower;51;Juneau;Michigan;Corona Del Mar;11987
Gerald;Washington;47;Pierre;Illinois;Harbor Dr;6942
Millard;Pierce;14;Oklahoma City;New Jersey;Pacific Hwy S;76705
Abraham;Roosevelt;93;Richmond;Kansas;Richmond Hill;51605
Jimmy;Monroe;76;Charleston;Rhode Island;N Harrison St;88466
Grover;Harding;67;Frankfort;Montana;Richmond Hill;7091
Millard;Harrison;27;Raleigh;Missouri;Greenwood Road;81518
Ulysses;Adams;63;Concord;Connecticut;Padre Boulevard;76623
Calvin;Jefferson;100;Topeka;Delaware;Newbury Road;51342
Franklin;Garfield;54;Saint Paul;Utah;Timberlane Drive;825
Bill;Adams;82;Phoenix;Indiana;San Simeon;7548
George;Eisenhower;56;Little Rock;Alabama;Santa Monica Road;37487
Andrew;Eisenhower;100;Trenton;Tennessee;Castillo Drive;57494
Ulysses;Kennedy;57;Salem;Pennsylvania;Jean de la Fontaine;80002
John;Ford;49;Annapolis;Maine;Milpas Street;20016
Lyndon;Truman;71;Jefferson City;Rhode Island;Bailard Avenue;26153
Harry;Johnson;18;Frankfort;Indiana;Bailard Avenue;89163
Andrew;Monroe;19;Topeka;North Dakota;Westside Freeway;80487
George;Roosevelt;20;Lansing;Montana;Santa Ana Freeway;96920
James;McKinley;89;Saint Paul;Wisconsin;North Ventu Park Road;9213
Thomas;McKinley;54;Springfield;South Dakota;Lake Tahoe Blvd.;84769
Bill;Harrison;62;Des Moines;New York;Carpinteria South;4769
George;Hayes;91;Richmond;Alaska;Tanger Blvd;96443
George;Tyler;96;Baton Rouge;Kansas;East Main Street;44825
William;Grant;40;Lincoln;Virginia;Bayshore Freeway;68489
Millard;Buchanan;29;Jefferson City;Minnesota;Via Real;7612
Jimmy;Grant;56;Salt Lake City;Connecticut;Greenwood Road;77708
Chester;Hoover;55;Atlanta;Mississippi;Via Real;90996
Chester;Arthur;36;Oklahoma City;Alabama;Lake Tahoe Blvd.;22586
Zachary;Madison;81;Albany;Vermont;Jones Road;58600
Jimmy;Hoover;70;Denver;Ohio;Calle Real;72465
Calvin;Taft;49;Olympia;Idaho;Camelback Rd;33142
Theodore;Adams;54;Columbus;Pennsylvania;E Fowler Avenue;27822
Calvin;Coolidge;79;Salem;Oklahoma;Cerrillos Road;79089
Ulysses;Carter;62;Montpelier;Indiana;San Simeon;47525
Rutherford;Cleveland;87;Olympia;Delaware;Corona Del Mar;66013
Herbert;Wilson;29;Concord;Illinois;San Marcos;25525
Herbert;Clinton;92;Harrisburg;Florida;Santa Rosa North;6666
Dwight;Taft;21;Indianapolis;Illinois;Lindbergh Blvd;36944
Rutherford;Hayes;100;Annapolis;Minnesota;Santa Ana Freeway;94084
Ulysses;Hoover;95;Hartford;Washington;Santa Rosa North;29956
Chester;Monroe;91;Indianapolis;Maryland;Corona Del Mar;67663
Dwight;Hayes;65;Jefferson City;New York;Bayshore Freeway;59010
James;Harrison;93;Jefferson City;Tennessee;Harry S Truman Blvd;65350
Rutherford;Adams;50;Annapolis;Indiana;W. Russell St.;41631
George;Monroe;65;Cheyenne;Nebraska;Grandview Drive;37583
Theodore;Polk;18;Phoenix;Tennessee;Milpas Street;65961
Richard;Pierce;51;Phoenix;Colorado;Woodson Rd.;26249
Zachary;Ford;99;Oklahoma City;Washington;Tanger Blvd;81042
William;Harrison;51;Boston;Florida;Pacific Hwy S;40457
Ulysses;Washington;85;Austin;Tennessee;Woodson Rd.;4170
Grover;Garfield;55;Frankfort;Vermont;Carpinteria Avenue;80072
Herbert;Harding;41;Topeka;Virginia;North Broadway Street;78022
Rutherford;Pierce;24;Oklahoma City;Minnesota;North Erringer Road;81292
Benjamin;Quincy;91;Helena;South Carolina;Westside Freeway;89194
John;Johnson;28;Olympia;Florida;Grandview Drive;47696
Ronald;Van Buren;56;Austin;Massachusetts;Milpas Street;14509
Jimmy;Carter;65;Dover;Oregon;Burnett Road;20619
Rutherford;Grant;24;Little Rock;Oregon;E Fowler Avenue;23618
Jimmy;Cleveland;51;Des Moines;Utah;Woodson Rd.;67865
Calvin;Jefferson;16;Providence;Ohio;San Marcos;28019
Herbert;Roosevelt;34;Baton Rouge;Michigan;North Ventu Park Road;87041
Warren;Hoover;80;Frankfort;Arkansas;North Preisker Lane;6003
Harry;Johnson;54;Richmond;New York;East Main Street;34516
Rutherford;Carter;34;Columbus;Alabama;Pacific Hwy S;39431
George;Roosevelt;78;Bismarck;New York;French Camp Turnpike Road;82333
Bill;Polk;14;Columbia;Missouri;Camelback Rd;96600
Andrew;Roosevelt;17;Annapolis;Tennessee;East Calle Primera;50750
William;Garfield;62;Springfield;Kansas;Jean de la Fontaine;71918
Woodrow;Adams;64;Jackson;Kentucky;North Preisker Lane;64220
Calvin;Hayes;39;Tallahassee;Indiana;Harry S Truman Blvd;19587
Gerald;Hayes;94;Topeka;Maryland;Jones Road;83068
Woodrow;Washington;30;Montgomery;Pennsylvania;Tully Road East;77985
Ronald;Jefferson;59;Atlanta;Missouri;N Kentwood;94411
George;Harding;93;Sacramento;Oregon;French Camp Turnpike Road;92635
Harry;Garfield;59;Topeka;Iowa;Fontaine Road;25360
Woodrow;Fillmore;55;Sacramento;Iowa;Fairview Avenue;88511
Woodrow;Harrison;15;Baton Rouge;Oregon;Moreno Drive;13772
Woodrow;Harding;52;Columbia;Rhode Island;Grandview Drive;82578
Herbert;Polk;79;Richmond;North Carolina;El Camino Real;29903
Benjamin;Hayes;45;Trenton;North Carolina;Padre Boulevard;41564
Andrew;Adams;98;Boston;West Virginia;North Atherton Street;52710
William;Clinton;81;Little Rock;Florida;Via Real;90638
Dwight;McKinley;52;Hartford;Indiana;Cerrillos Road;32244
Ulysses;Adams;21;Columbia;Arizona;Timberlane Drive;39465
Rutherford;Roosevelt;45;Charleston;North Dakota;Katella Avenue;2928
John;Hoover;18;Hartford;Oregon;Fontaine Road;72428
Ronald;Coolidge;66;Helena;Wisconsin;Harbor Dr;88335
Herbert;Kennedy;24;Harrisburg;Texas;N Harrison St;20192
Bill;Nixon;31;Providence;California;North Atherton Street;66615
Harry;Johnson;63;Sacramento;Maine;E Fowler Avenue;96407
Woodrow;Eisenhower;15;Montpelier;Nebraska;Richmond Hill;55707
William;Arthur;32;Little Rock;Louisiana;San Diego Freeway;13666
Bill;Nixon;71;Phoenix;Arizona;North Ventu Park Road;60993
Jimmy;Johnson;52;Richmond;Indiana;San Ysidro Blvd;39934
John;Eisenhower;95;Oklahoma City;Iowa;San Marcos;85659
Thomas;Jackson;25;Charleston;Maryland;San Diego Freeway;84828
Theodore;Grant;97;Helena;Massachusetts;Carpinteria North;89806
Warren;Jefferson;38;Concord;New York;Harbor Dr;14295
Grover;Hayes;19;Boise;Connecticut;El Camino Real;50650
Warren;Arthur;62;Little Rock;Utah;South Roosevelt Drive;43638
Woodrow;Harrison;100;Juneau;Connecticut;East Fry Blvd.;98910
Jimmy;Kennedy;17;Dover;Colorado;Tully Road East;99288
Gerald;Polk;17;Austin;North Carolina;Bowles Avenue;9991
Richard;Monroe;25;Richmond;Nebraska;Bayshore Freeway;27185
Andrew;Carter;22;Olympia;Vermont;South Roosevelt Drive;10565
Bill;McKinley;48;Hartford;Vermont;Bailard Avenue;53960
Abraham;Madison;34;Indianapolis;Louisiana;Lake Tahoe Blvd.;17906
George;Clinton;51;Columbia;North Dakota;South Highway;31155
Rutherford;Quincy;34;Providence;Indiana;Moreno Drive;80351
Thomas;Washington;99;Carson City;Oklahoma;Bayshore Freeway;52989
Harry;Polk;42;Harrisburg;Pennsylvania;North Erringer Road;715
Richard;Roosevelt;51;Lincoln;Pennsylvania;N Harrison St;86648
Lyndon;Garfield;60;Augusta;California;East Main Street;41824
Andrew;Harding;98;Pierre;Ohio;East 1st Street;78035
Ulysses;Tyler;15;Tallahassee;Georgia;Carpinteria South;74548
Gerald;Garfield;45;Honolulu;Pennsylvania;Burnett Road;44140
Warren;Johnson;60;Providence;Pennsylvania;N Harrison St;97058
Bill;Van Buren;22;Providence;Oklahoma;Castillo Drive;69981
James;Harrison;53;Springfield;Mississippi;Monroe Street;41529
Gerald;Jefferson;77;Helena;Maine;Cabrillo Highway;38939
Grover;Jackson;70;Frankfort;Connecticut;North Atherton Street;76234
Jimmy;Madison;89;Saint Paul;South Carolina;East Main Street;21580
Richard;Taylor;34;Harrisburg;Utah;Carpinteria Avenue;90668
Andrew;Taft;76;Columbus;California;Woodson Rd.;71974
Ronald;Jackson;32;Richmond;New Jersey;Lawrenceville Suwanee;26174
Grover;Truman;76;Oklahoma City;Idaho;N Harrison St;60387
Grover;Harrison;43;Atlanta;Utah;Monroe Street;40072
Ulysses;Ford;65;Columbia;Montana;Steele Lane;46099
Andrew;Van Buren;88;Bismarck;Louisiana;Moreno Drive;96451
Dwight;Nixon;73;Honolulu;South Dakota;Cleveland Ave.;39179
Calvin;Adams;45;Salem;Kentucky;Harbor Dr;89089
John;Harrison;65;Augusta;New Jersey;Santa Rosa North;51315
Richard;Eisenhower;55;Austin;Nebraska;Via Real;72296
John;Washington;33;Indianapolis;Maryland;Jones Road;15187
Bill;Kennedy;33;Concord;Idaho;Monroe Street;3104
Abraham;Jackson;82;Trenton;Iowa;South Highway;92417
Calvin;Harrison;93;Hartford;Utah;South Highway;55884
William;Johnson;42;Albany;New York;Jones Road;60538
John;Johnson;81;Helena;Arkansas;Timberlane Drive;29517
Theodore;Clinton;38;Providence;Montana;Fontaine Road;99540
Jimmy;Fillmore;24;Juneau;Oklahoma;Carpinteria South;21993
Harry;Van Buren;39;Austin;Virginia;Harbor Dr;4194
Jimmy;Buchanan;43;Honolulu;Iowa;Richmond Hill;41237
Benjamin;Taft;30;Salem;Alaska;Castillo Drive;55922
James;Roosevelt;37;Madison;Washington;W. Russell St.;70153
Martin;Coolidge;68;Indianapolis;Georgia;Tanger Blvd;60444
Bill;Harrison;72;Jefferson City;Idaho;San Luis Obispo North;23604
Ulysses;Clinton;45;Austin;Nevada;East Fry Blvd.;17932
Ulysses;Nixon;15;Dover;New Mexico;Milpas Street;63498
John;Ford;40;Topeka;Massachusetts;Santa Ana Freeway;50717
Herbert;Tyler;82;Concord;Nevada;Lindbergh Blvd;62206
Herbert;Coolidge;31;Springfield;Florida;N Kentwood;90019
Rutherford;McKinley;50;Carson City;Colorado;Newbury Road;84471
George;Washington;19;Saint Paul;South Dakota;Katella Avenue;73949
Theodore;Madison;50;Olympia;Wisconsin;Grandview Drive;52406
Harry;Taft;24;Trenton;Wisconsin;El Camino Real;51682
Zachary;Harrison;37;Indianapolis;Kentucky;Lake Tahoe Blvd.;49344
Harry;Monroe;37;Atlanta;Alaska;Santa Ana Freeway;26227
Warren;Tyler;70;Olympia;Oklahoma;Newbury Road;36643
James;Pierce;64;Indianapolis;Nevada;Richmond Hill;14920
Chester;Grant;24;Tallahassee;Illinois;Lindbergh Blvd;7206
Dwight;Quincy;68;Trenton;New Mexico;Westside Freeway;12628
Harry;Quincy;58;Harrisburg;Michigan;South Roosevelt Drive;82732
Bill;Clinton;80;Salem;Idaho;Lindbergh Blvd;18875
Millard;Jefferson;25;Jackson;Utah;Cleveland Ave.;4652
Dwight;McKinley;32;Montpelier;Delaware;Milpas Street;33423
Theodore;Jackson;58;Springfield;Hawaii;Lindbergh Blvd;45358
Thomas;Taylor;41;Trenton;Washington;Grandview Drive;43429
